"location_name","location","indicator","value","source"
"Romania","RO","deaths",186,"TESSy COVID-19"
"Romania","RO","deaths",154,"TESSy COVID-19"
"Romania","RO","deaths",144,"TESSy COVID-19"
"Romania","RO","deaths",141,"TESSy COVID-19"
"Romania","RO","deaths",112,"TESSy COVID-19"
"Romania","RO","deaths",71,"TESSy COVID-19"
"Romania","RO","deaths",38,"TESSy COVID-19"
"Romania","RO","deaths",37,"TESSy COVID-19"
"Romania","RO","deaths",38,"TESSy COVID-19"
"Romania","RO","deaths",28,"TESSy COVID-19"
"Romania","RO","deaths",23,"TESSy COVID-19"
"Romania","RO","deaths",24,"TESSy COVID-19"
"Romania","RO","deaths",13,"TESSy COVID-19"
"Romania","RO","deaths",15,"TESSy COVID-19"
"Romania","RO","deaths",15,"TESSy COVID-19"
"Romania","RO","deaths",9,"TESSy COVID-19"
"Romania","RO","deaths",12,"TESSy COVID-19"
"Romania","RO","deaths",8,"TESSy COVID-19"
"Romania","RO","deaths",11,"TESSy COVID-19"
"Romania","RO","deaths",17,"TESSy COVID-19"
"Romania","RO","deaths",18,"TESSy COVID-19"
"Romania","RO","deaths",24,"TESSy COVID-19"
"Romania","RO","deaths",42,"TESSy COVID-19"
"Romania","RO","deaths",22,"TESSy COVID-19"
"Romania","RO","deaths",26,"TESSy COVID-19"
"Romania","RO","deaths",16,"TESSy COVID-19"
"Romania","RO","deaths",25,"TESSy COVID-19"
"Romania","RO","deaths",20,"TESSy COVID-19"
"Romania","RO","deaths",14,"TESSy COVID-19"
"Romania","RO","deaths",21,"TESSy COVID-19"
"Slovakia","SK","cases",NA,"TESSy COVID-19"
"Slovakia","SK","cases",NA,"TESSy COVID-19"
"Slovakia","SK","cases",NA,"TESSy COVID-19"
"Slovakia","SK","cases",NA,"TESSy COVID-19"
"Slovakia","SK","cases",0,"TESSy COVID-19"
"Slovakia","SK","cases",0,"TESSy COVID-19"
"Slovakia","SK","cases",0,"TESSy COVID-19"
"Slovakia","SK","cases",0,"TESSy COVID-19"
"Slovakia","SK","cases",0,"TESSy COVID-19"
"Slovakia","SK","cases",5,"TESSy COVID-19"
"Slovakia","SK","cases",56,"TESSy COVID-19"
"Slovakia","SK","cases",128,"TESSy COVID-19"
"Slovakia","SK","cases",167,"TESSy COVID-19"
"Slovakia","SK","cases",185,"TESSy COVID-19"
"Slovakia","SK","cases",233,"TESSy COVID-19"
"Slovakia","SK","cases",397,"TESSy COVID-19"
"Slovakia","SK","cases",209,"TESSy COVID-19"
"Slovakia","SK","cases",30,"TESSy COVID-19"
"Slovakia","SK","cases",44,"TESSy COVID-19"
"Slovakia","SK","cases",41,"TESSy COVID-19"
"Slovakia","SK","cases",13,"TESSy COVID-19"
"Slovakia","SK","cases",13,"TESSy COVID-19"
"Slovakia","SK","cases",10,"TESSy COVID-19"
"Slovakia","SK","cases",25,"TESSy COVID-19"
"Slovakia","SK","cases",38,"TESSy COVID-19"
"Slovakia","SK","cases",77,"TESSy COVID-19"
"Slovakia","SK","cases",118,"TESSy COVID-19"
"Slovakia","SK","cases",128,"TESSy COVID-19"
"Slovakia","SK","cases",85,"TESSy COVID-19"
"Slovakia","SK","cases",194,"TESSy COVID-19"
"Slovakia","SK","cases",168,"TESSy COVID-19"
"Slovakia","SK","cases",245,"TESSy COVID-19"
"Slovakia","SK","cases",311,"TESSy COVID-19"
"Slovakia","SK","cases",512,"TESSy COVID-19"
"Slovakia","SK","cases",496,"TESSy COVID-19"
"Slovakia","SK","cases",737,"TESSy COVID-19"
"Slovakia","SK","cases",951,"TESSy COVID-19"
"Slovakia","SK","cases",1200,"TESSy COVID-19"
"Slovakia","SK","cases",2584,"TESSy COVID-19"
"Slovakia","SK","cases",4194,"TESSy COVID-19"
"Slovakia","SK","cases",6975,"TESSy COVID-19"
"Slovakia","SK","cases",10352,"TESSy COVID-19"
"Slovakia","SK","cases",14516,"TESSy COVID-19"
"Slovakia","SK","cases",17646,"TESSy COVID-19"
"Slovakia","SK","cases",13787,"TESSy COVID-19"
"Slovakia","SK","cases",11290,"TESSy COVID-19"
"Slovakia","SK","cases",11093,"TESSy COVID-19"
"Slovakia","SK","cases",13610,"TESSy COVID-19"
"Slovakia","SK","cases",17558,"TESSy COVID-19"
"Slovakia","SK","cases",28725,"TESSy COVID-19"
"Slovakia","SK","cases",39536,"TESSy COVID-19"
"Slovakia","SK","cases",30202,"TESSy COVID-19"
"Slovakia","SK","cases",42814,"TESSy COVID-19"
"Slovakia","SK","cases",43342,"TESSy COVID-19"
"Slovakia","SK","cases",29830,"TESSy COVID-19"
"Slovakia","SK","cases",38058,"TESSy COVID-19"
"Slovakia","SK","cases",31647,"TESSy COVID-19"
"Slovakia","SK","cases",36329,"TESSy COVID-19"
"Slovakia","SK","cases",34037,"TESSy COVID-19"
"Slovakia","SK","cases",36366,"TESSy COVID-19"
"Slovakia","SK","cases",37106,"TESSy COVID-19"
"Slovakia","SK","cases",33371,"TESSy COVID-19"
"Slovakia","SK","cases",28411,"TESSy COVID-19"
"Slovakia","SK","cases",23497,"TESSy COVID-19"
"Slovakia","SK","cases",19082,"TESSy COVID-19"
"Slovakia","SK","cases",14825,"TESSy COVID-19"
"Slovakia","SK","cases",11761,"TESSy COVID-19"
"Slovakia","SK","cases",9782,"TESSy COVID-19"
"Slovakia","SK","cases",8318,"TESSy COVID-19"
"Slovakia","SK","cases",6848,"TESSy COVID-19"
"Slovakia","SK","cases",4988,"TESSy COVID-19"
"Slovakia","SK","cases",3737,"TESSy COVID-19"
"Slovakia","SK","cases",2450,"TESSy COVID-19"
"Slovakia","SK","cases",1877,"TESSy COVID-19"
"Slovakia","SK","cases",1440,"TESSy COVID-19"
"Slovakia","SK","cases",1002,"TESSy COVID-19"
"Slovakia","SK","cases",534,"TESSy COVID-19"
"Slovakia","SK","cases",392,"TESSy COVID-19"
"Slovakia","SK","cases",230,"TESSy COVID-19"
"Slovakia","SK","cases",238,"TESSy COVID-19"
"Slovakia","SK","cases",216,"TESSy COVID-19"
"Slovakia","SK","cases",319,"TESSy COVID-19"
"Slovakia","SK","cases",422,"TESSy COVID-19"
"Slovakia","SK","cases",425,"TESSy COVID-19"
"Slovakia","SK","cases",570,"TESSy COVID-19"
"Slovakia","SK","cases",679,"TESSy COVID-19"
"Slovakia","SK","cases",823,"TESSy COVID-19"
"Slovakia","SK","cases",1713,"TESSy COVID-19"
"Slovakia","SK","cases",3075,"TESSy COVID-19"
"Slovakia","SK","cases",4930,"TESSy COVID-19"
"Slovakia","SK","cases",6564,"TESSy COVID-19"
"Slovakia","SK","cases",8762,"TESSy COVID-19"
"Slovakia","SK","cases",10951,"TESSy COVID-19"
"Slovakia","SK","cases",13453,"TESSy COVID-19"
"Slovakia","SK","cases",22467,"TESSy COVID-19"
"Slovakia","SK","cases",32856,"TESSy COVID-19"
"Slovakia","SK","cases",43159,"TESSy COVID-19"
"Slovakia","SK","cases",51401,"TESSy COVID-19"
"Slovakia","SK","cases",62288,"TESSy COVID-19"
"Slovakia","SK","cases",64179,"TESSy COVID-19"
"Slovakia","SK","cases",61295,"TESSy COVID-19"
"Slovakia","SK","cases",45016,"TESSy COVID-19"
"Slovakia","SK","cases",31053,"TESSy COVID-19"
"Slovakia","SK","cases",20046,"TESSy COVID-19"
"Slovakia","SK","cases",19834,"TESSy COVID-19"
"Slovakia","SK","cases",18626,"TESSy COVID-19"
"Slovakia","SK","cases",17851,"TESSy COVID-19"
"Slovakia","SK","cases",44134,"TESSy COVID-19"
"Slovakia","SK","cases",97590,"TESSy COVID-19"
"Slovakia","SK","cases",133295,"TESSy COVID-19"
"Slovakia","SK","cases",137264,"TESSy COVID-19"
"Slovakia","SK","cases",123671,"TESSy COVID-19"
"Slovakia","SK","cases",95700,"TESSy COVID-19"
"Slovakia","SK","cases",75095,"TESSy COVID-19"
"Slovakia","SK","cases",71354,"TESSy COVID-19"
"Slovakia","SK","cases",67806,"TESSy COVID-19"
"Slovakia","SK","cases",58435,"TESSy COVID-19"
"Slovakia","SK","cases",40959,"TESSy COVID-19"
"Slovakia","SK","cases",27264,"TESSy COVID-19"
"Slovakia","SK","cases",15147,"TESSy COVID-19"
"Slovakia","SK","cases",11467,"TESSy COVID-19"
"Slovakia","SK","cases",7824,"TESSy COVID-19"
"Slovakia","SK","cases",4293,"TESSy COVID-19"
"Slovakia","SK","cases",2659,"TESSy COVID-19"
"Slovakia","SK","cases",1719,"TESSy COVID-19"
"Slovakia","SK","cases",1250,"TESSy COVID-19"
"Slovakia","SK","cases",992,"TESSy COVID-19"
"Slovakia","SK","cases",1235,"TESSy COVID-19"
"Slovakia","SK","cases",1450,"TESSy COVID-19"
"Slovakia","SK","cases",2529,"TESSy COVID-19"
"Slovakia","SK","cases",3764,"TESSy COVID-19"
"Slovakia","SK","cases",4613,"TESSy COVID-19"
"Slovakia","SK","cases",6369,"TESSy COVID-19"
"Slovakia","SK","cases",7972,"TESSy COVID-19"
"Slovakia","SK","cases",8249,"TESSy COVID-19"
"Slovakia","SK","cases",7124,"TESSy COVID-19"
"Slovakia","SK","cases",6008,"TESSy COVID-19"
"Slovakia","SK","cases",4684,"TESSy COVID-19"
"Slovakia","SK","cases",4063,"TESSy COVID-19"
"Slovakia","SK","cases",2615,"TESSy COVID-19"
"Slovakia","SK","cases",3448,"TESSy COVID-19"
"Slovakia","SK","cases",3625,"TESSy COVID-19"
"Slovakia","SK","cases",4710,"TESSy COVID-19"
"Slovakia","SK","cases",5635,"TESSy COVID-19"
"Slovakia","SK","cases",5516,"TESSy COVID-19"
"Slovakia","SK","cases",4480,"TESSy COVID-19"
"Slovakia","SK","cases",3218,"TESSy COVID-19"
"Slovakia","SK","cases",2381,"TESSy COVID-19"
"Slovakia","SK","cases",1804,"TESSy COVID-19"
"Slovakia","SK","cases",1499,"TESSy COVID-19"
"Slovakia","SK","cases",1164,"TESSy COVID-19"
"Slovakia","SK","cases",1243,"TESSy COVID-19"
"Slovakia","SK","cases",1298,"TESSy COVID-19"
"Slovakia","SK","cases",1510,"TESSy COVID-19"
"Slovakia","SK","cases",1566,"TESSy COVID-19"
"Slovakia","SK","cases",1473,"TESSy COVID-19"
"Slovakia","SK","cases",1037,"TESSy COVID-19"
"Slovakia","SK","cases",795,"TESSy COVID-19"
"Slovakia","SK","cases",913,"TESSy COVID-19"
"Slovakia","SK","cases",609,"TESSy COVID-19"
"Slovakia","SK","cases",584,"TESSy COVID-19"
"Slovakia","SK","cases",707,"TESSy COVID-19"
"Slovakia","SK","cases",945,"TESSy COVID-19"
"Slovakia","SK","cases",1209,"TESSy COVID-19"
"Slovakia","SK","cases",1429,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",NA,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",2,"TESSy COVID-19"
"Slovakia","SK","deaths",1,"TESSy COVID-19"
"Slovakia","SK","deaths",8,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",8,"TESSy COVID-19"
"Slovakia","SK","deaths",2,"TESSy COVID-19"
"Slovakia","SK","deaths",1,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",2,"TESSy COVID-19"
"Slovakia","SK","deaths",0,"TESSy COVID-19"
"Slovakia","SK","deaths",2,"TESSy COVID-19"
"Slovakia","SK","deaths",1,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovakia","SK","deaths",1,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovakia","SK","deaths",7,"TESSy COVID-19"
"Slovakia","SK","deaths",9,"TESSy COVID-19"
"Slovakia","SK","deaths",12,"TESSy COVID-19"
"Slovakia","SK","deaths",22,"TESSy COVID-19"
"Slovakia","SK","deaths",37,"TESSy COVID-19"
"Slovakia","SK","deaths",76,"TESSy COVID-19"
"Slovakia","SK","deaths",110,"TESSy COVID-19"
"Slovakia","SK","deaths",196,"TESSy COVID-19"
"Slovakia","SK","deaths",220,"TESSy COVID-19"
"Slovakia","SK","deaths",259,"TESSy COVID-19"
"Slovakia","SK","deaths",247,"TESSy COVID-19"
"Slovakia","SK","deaths",233,"TESSy COVID-19"
"Slovakia","SK","deaths",270,"TESSy COVID-19"
"Slovakia","SK","deaths",334,"TESSy COVID-19"
"Slovakia","SK","deaths",386,"TESSy COVID-19"
"Slovakia","SK","deaths",466,"TESSy COVID-19"
"Slovakia","SK","deaths",486,"TESSy COVID-19"
"Slovakia","SK","deaths",587,"TESSy COVID-19"
"Slovakia","SK","deaths",617,"TESSy COVID-19"
"Slovakia","SK","deaths",596,"TESSy COVID-19"
"Slovakia","SK","deaths",616,"TESSy COVID-19"
"Slovakia","SK","deaths",630,"TESSy COVID-19"
"Slovakia","SK","deaths",666,"TESSy COVID-19"
"Slovakia","SK","deaths",669,"TESSy COVID-19"
"Slovakia","SK","deaths",657,"TESSy COVID-19"
"Slovakia","SK","deaths",625,"TESSy COVID-19"
"Slovakia","SK","deaths",541,"TESSy COVID-19"
"Slovakia","SK","deaths",468,"TESSy COVID-19"
"Slovakia","SK","deaths",420,"TESSy COVID-19"
"Slovakia","SK","deaths",363,"TESSy COVID-19"
"Slovakia","SK","deaths",268,"TESSy COVID-19"
"Slovakia","SK","deaths",238,"TESSy COVID-19"
"Slovakia","SK","deaths",188,"TESSy COVID-19"
"Slovakia","SK","deaths",149,"TESSy COVID-19"
"Slovakia","SK","deaths",91,"TESSy COVID-19"
"Slovakia","SK","deaths",95,"TESSy COVID-19"
"Slovakia","SK","deaths",60,"TESSy COVID-19"
"Slovakia","SK","deaths",50,"TESSy COVID-19"
"Slovakia","SK","deaths",36,"TESSy COVID-19"
"Slovakia","SK","deaths",18,"TESSy COVID-19"
"Slovakia","SK","deaths",13,"TESSy COVID-19"
"Slovakia","SK","deaths",15,"TESSy COVID-19"
"Slovakia","SK","deaths",9,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovakia","SK","deaths",1,"TESSy COVID-19"
"Slovakia","SK","deaths",4,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",4,"TESSy COVID-19"
"Slovakia","SK","deaths",2,"TESSy COVID-19"
"Slovakia","SK","deaths",4,"TESSy COVID-19"
"Slovakia","SK","deaths",2,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",19,"TESSy COVID-19"
"Slovakia","SK","deaths",33,"TESSy COVID-19"
"Slovakia","SK","deaths",54,"TESSy COVID-19"
"Slovakia","SK","deaths",88,"TESSy COVID-19"
"Slovakia","SK","deaths",92,"TESSy COVID-19"
"Slovakia","SK","deaths",106,"TESSy COVID-19"
"Slovakia","SK","deaths",135,"TESSy COVID-19"
"Slovakia","SK","deaths",202,"TESSy COVID-19"
"Slovakia","SK","deaths",310,"TESSy COVID-19"
"Slovakia","SK","deaths",426,"TESSy COVID-19"
"Slovakia","SK","deaths",528,"TESSy COVID-19"
"Slovakia","SK","deaths",570,"TESSy COVID-19"
"Slovakia","SK","deaths",551,"TESSy COVID-19"
"Slovakia","SK","deaths",563,"TESSy COVID-19"
"Slovakia","SK","deaths",485,"TESSy COVID-19"
"Slovakia","SK","deaths",377,"TESSy COVID-19"
"Slovakia","SK","deaths",284,"TESSy COVID-19"
"Slovakia","SK","deaths",261,"TESSy COVID-19"
"Slovakia","SK","deaths",187,"TESSy COVID-19"
"Slovakia","SK","deaths",137,"TESSy COVID-19"
"Slovakia","SK","deaths",103,"TESSy COVID-19"
"Slovakia","SK","deaths",100,"TESSy COVID-19"
"Slovakia","SK","deaths",160,"TESSy COVID-19"
"Slovakia","SK","deaths",207,"TESSy COVID-19"
"Slovakia","SK","deaths",216,"TESSy COVID-19"
"Slovakia","SK","deaths",226,"TESSy COVID-19"
"Slovakia","SK","deaths",163,"TESSy COVID-19"
"Slovakia","SK","deaths",88,"TESSy COVID-19"
"Slovakia","SK","deaths",70,"TESSy COVID-19"
"Slovakia","SK","deaths",67,"TESSy COVID-19"
"Slovakia","SK","deaths",56,"TESSy COVID-19"
"Slovakia","SK","deaths",36,"TESSy COVID-19"
"Slovakia","SK","deaths",24,"TESSy COVID-19"
"Slovakia","SK","deaths",31,"TESSy COVID-19"
"Slovakia","SK","deaths",12,"TESSy COVID-19"
"Slovakia","SK","deaths",8,"TESSy COVID-19"
"Slovakia","SK","deaths",4,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",4,"TESSy COVID-19"
"Slovakia","SK","deaths",1,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovakia","SK","deaths",7,"TESSy COVID-19"
"Slovakia","SK","deaths",5,"TESSy COVID-19"
"Slovakia","SK","deaths",9,"TESSy COVID-19"
"Slovakia","SK","deaths",16,"TESSy COVID-19"
"Slovakia","SK","deaths",12,"TESSy COVID-19"
"Slovakia","SK","deaths",18,"TESSy COVID-19"
"Slovakia","SK","deaths",14,"TESSy COVID-19"
"Slovakia","SK","deaths",15,"TESSy COVID-19"
"Slovakia","SK","deaths",17,"TESSy COVID-19"
"Slovakia","SK","deaths",9,"TESSy COVID-19"
"Slovakia","SK","deaths",8,"TESSy COVID-19"
"Slovakia","SK","deaths",10,"TESSy COVID-19"
"Slovakia","SK","deaths",9,"TESSy COVID-19"
"Slovakia","SK","deaths",16,"TESSy COVID-19"
"Slovakia","SK","deaths",25,"TESSy COVID-19"
"Slovakia","SK","deaths",30,"TESSy COVID-19"
"Slovakia","SK","deaths",13,"TESSy COVID-19"
"Slovakia","SK","deaths",16,"TESSy COVID-19"
"Slovakia","SK","deaths",14,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovakia","SK","deaths",10,"TESSy COVID-19"
"Slovakia","SK","deaths",9,"TESSy COVID-19"
"Slovakia","SK","deaths",8,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",10,"TESSy COVID-19"
"Slovakia","SK","deaths",11,"TESSy COVID-19"
"Slovakia","SK","deaths",10,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",10,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovakia","SK","deaths",6,"TESSy COVID-19"
"Slovakia","SK","deaths",7,"TESSy COVID-19"
"Slovakia","SK","deaths",5,"TESSy COVID-19"
"Slovakia","SK","deaths",3,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",NA,"TESSy COVID-19"
"Slovenia","SI","cases",20,"TESSy COVID-19"
"Slovenia","SI","cases",230,"TESSy COVID-19"
"Slovenia","SI","cases",192,"TESSy COVID-19"
"Slovenia","SI","cases",315,"TESSy COVID-19"
"Slovenia","SI","cases",264,"TESSy COVID-19"
"Slovenia","SI","cases",192,"TESSy COVID-19"
"Slovenia","SI","cases",123,"TESSy COVID-19"
"Slovenia","SI","cases",67,"TESSy COVID-19"
"Slovenia","SI","cases",36,"TESSy COVID-19"
"Slovenia","SI","cases",21,"TESSy COVID-19"
"Slovenia","SI","cases",6,"TESSy COVID-19"
"Slovenia","SI","cases",3,"TESSy COVID-19"
"Slovenia","SI","cases",4,"TESSy COVID-19"
"Slovenia","SI","cases",12,"TESSy COVID-19"
"Slovenia","SI","cases",11,"TESSy COVID-19"
"Slovenia","SI","cases",25,"TESSy COVID-19"
"Slovenia","SI","cases",63,"TESSy COVID-19"
"Slovenia","SI","cases",132,"TESSy COVID-19"
"Slovenia","SI","cases",134,"TESSy COVID-19"
"Slovenia","SI","cases",104,"TESSy COVID-19"
"Slovenia","SI","cases",134,"TESSy COVID-19"
"Slovenia","SI","cases",94,"TESSy COVID-19"
"Slovenia","SI","cases",74,"TESSy COVID-19"
"Slovenia","SI","cases",174,"TESSy COVID-19"
"Slovenia","SI","cases",236,"TESSy COVID-19"
"Slovenia","SI","cases",218,"TESSy COVID-19"
"Slovenia","SI","cases",307,"TESSy COVID-19"
"Slovenia","SI","cases",559,"TESSy COVID-19"
"Slovenia","SI","cases",721,"TESSy COVID-19"
"Slovenia","SI","cases",919,"TESSy COVID-19"
"Slovenia","SI","cases",1186,"TESSy COVID-19"
"Slovenia","SI","cases",2258,"TESSy COVID-19"
"Slovenia","SI","cases",4852,"TESSy COVID-19"
"Slovenia","SI","cases",10427,"TESSy COVID-19"
"Slovenia","SI","cases",12106,"TESSy COVID-19"
"Slovenia","SI","cases",9437,"TESSy COVID-19"
"Slovenia","SI","cases",9927,"TESSy COVID-19"
"Slovenia","SI","cases",10215,"TESSy COVID-19"
"Slovenia","SI","cases",10073,"TESSy COVID-19"
"Slovenia","SI","cases",10459,"TESSy COVID-19"
"Slovenia","SI","cases",10455,"TESSy COVID-19"
"Slovenia","SI","cases",9517,"TESSy COVID-19"
"Slovenia","SI","cases",9109,"TESSy COVID-19"
"Slovenia","SI","cases",10550,"TESSy COVID-19"
"Slovenia","SI","cases",13866,"TESSy COVID-19"
"Slovenia","SI","cases",9749,"TESSy COVID-19"
"Slovenia","SI","cases",8703,"TESSy COVID-19"
"Slovenia","SI","cases",8642,"TESSy COVID-19"
"Slovenia","SI","cases",7100,"TESSy COVID-19"
"Slovenia","SI","cases",5716,"TESSy COVID-19"
"Slovenia","SI","cases",5261,"TESSy COVID-19"
"Slovenia","SI","cases",5427,"TESSy COVID-19"
"Slovenia","SI","cases",5370,"TESSy COVID-19"
"Slovenia","SI","cases",4876,"TESSy COVID-19"
"Slovenia","SI","cases",5797,"TESSy COVID-19"
"Slovenia","SI","cases",6659,"TESSy COVID-19"
"Slovenia","SI","cases",7472,"TESSy COVID-19"
"Slovenia","SI","cases",6378,"TESSy COVID-19"
"Slovenia","SI","cases",5523,"TESSy COVID-19"
"Slovenia","SI","cases",4851,"TESSy COVID-19"
"Slovenia","SI","cases",4680,"TESSy COVID-19"
"Slovenia","SI","cases",4280,"TESSy COVID-19"
"Slovenia","SI","cases",3196,"TESSy COVID-19"
"Slovenia","SI","cases",2351,"TESSy COVID-19"
"Slovenia","SI","cases",1955,"TESSy COVID-19"
"Slovenia","SI","cases",1711,"TESSy COVID-19"
"Slovenia","SI","cases",1033,"TESSy COVID-19"
"Slovenia","SI","cases",532,"TESSy COVID-19"
"Slovenia","SI","cases",251,"TESSy COVID-19"
"Slovenia","SI","cases",177,"TESSy COVID-19"
"Slovenia","SI","cases",387,"TESSy COVID-19"
"Slovenia","SI","cases",377,"TESSy COVID-19"
"Slovenia","SI","cases",473,"TESSy COVID-19"
"Slovenia","SI","cases",631,"TESSy COVID-19"
"Slovenia","SI","cases",849,"TESSy COVID-19"
"Slovenia","SI","cases",1333,"TESSy COVID-19"
"Slovenia","SI","cases",2173,"TESSy COVID-19"
"Slovenia","SI","cases",3001,"TESSy COVID-19"
"Slovenia","SI","cases",3889,"TESSy COVID-19"
"Slovenia","SI","cases",5927,"TESSy COVID-19"
"Slovenia","SI","cases",7321,"TESSy COVID-19"
"Slovenia","SI","cases",6190,"TESSy COVID-19"
"Slovenia","SI","cases",6135,"TESSy COVID-19"
"Slovenia","SI","cases",5560,"TESSy COVID-19"
"Slovenia","SI","cases",6855,"TESSy COVID-19"
"Slovenia","SI","cases",12128,"TESSy COVID-19"
"Slovenia","SI","cases",16496,"TESSy COVID-19"
"Slovenia","SI","cases",20173,"TESSy COVID-19"
"Slovenia","SI","cases",22694,"TESSy COVID-19"
"Slovenia","SI","cases",22116,"TESSy COVID-19"
"Slovenia","SI","cases",16328,"TESSy COVID-19"
"Slovenia","SI","cases",12407,"TESSy COVID-19"
"Slovenia","SI","cases",9762,"TESSy COVID-19"
"Slovenia","SI","cases",8517,"TESSy COVID-19"
"Slovenia","SI","cases",7602,"TESSy COVID-19"
"Slovenia","SI","cases",10794,"TESSy COVID-19"
"Slovenia","SI","cases",25801,"TESSy COVID-19"
"Slovenia","SI","cases",45033,"TESSy COVID-19"
"Slovenia","SI","cases",73730,"TESSy COVID-19"
"Slovenia","SI","cases",98826,"TESSy COVID-19"
"Slovenia","SI","cases",89441,"TESSy COVID-19"
"Slovenia","SI","cases",51552,"TESSy COVID-19"
"Slovenia","SI","cases",28450,"TESSy COVID-19"
"Slovenia","SI","cases",12487,"TESSy COVID-19"
"Slovenia","SI","cases",11796,"TESSy COVID-19"
"Slovenia","SI","cases",14385,"TESSy COVID-19"
"Slovenia","SI","cases",19377,"TESSy COVID-19"
"Slovenia","SI","cases",19975,"TESSy COVID-19"
"Slovenia","SI","cases",17024,"TESSy COVID-19"
"Slovenia","SI","cases",12973,"TESSy COVID-19"
"Slovenia","SI","cases",9487,"TESSy COVID-19"
"Slovenia","SI","cases",6980,"TESSy COVID-19"
"Slovenia","SI","cases",5976,"TESSy COVID-19"
"Slovenia","SI","cases",5157,"TESSy COVID-19"
"Slovenia","SI","cases",3804,"TESSy COVID-19"
"Slovenia","SI","cases",2754,"TESSy COVID-19"
"Slovenia","SI","cases",2024,"TESSy COVID-19"
"Slovenia","SI","cases",1735,"TESSy COVID-19"
"Slovenia","SI","cases",2006,"TESSy COVID-19"
"Slovenia","SI","cases",2853,"TESSy COVID-19"
"Slovenia","SI","cases",4205,"TESSy COVID-19"
"Slovenia","SI","cases",6062,"TESSy COVID-19"
"Slovenia","SI","cases",8766,"TESSy COVID-19"
"Slovenia","SI","cases",10756,"TESSy COVID-19"
"Slovenia","SI","cases",11499,"TESSy COVID-19"
"Slovenia","SI","cases",11465,"TESSy COVID-19"
"Slovenia","SI","cases",10282,"TESSy COVID-19"
"Slovenia","SI","cases",9878,"TESSy COVID-19"
"Slovenia","SI","cases",9473,"TESSy COVID-19"
"Slovenia","SI","cases",9414,"TESSy COVID-19"
"Slovenia","SI","cases",8906,"TESSy COVID-19"
"Slovenia","SI","cases",11450,"TESSy COVID-19"
"Slovenia","SI","cases",14453,"TESSy COVID-19"
"Slovenia","SI","cases",14000,"TESSy COVID-19"
"Slovenia","SI","cases",15885,"TESSy COVID-19"
